Variable Name,Variable Description,Data File Name,Data File Description,Begin Year,EndYear,Component,Use Constraints
OHX23RSC,"Coronal Caries: Secondary restoration surface call - Lower left lateral incisor (LI). These values can be recorded as a string variable, for example:""0"", ""13"", ""468"".",P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
OHX23RTC,Coronal Caries: Second restoration present - Lower left lateral incisor (LI),P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
OHX23TC,Tooth Count: Lower left lateral incisor (LI),P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
OHX24CSC,"Coronal Caries: Lower left central incisor (CI) surface calls.These values can be recorded as a string variable, for example:""0"", ""13"", ""468"".",P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
OHX24CTC,Coronal Caries: Lower left central incisor (CI) tooth code,P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
OHX24RSC,"Coronal Caries: Secondary restoration surface call - Lower left central incisor (CI). These values can be recorded as a string variable, for example:""0"", ""13"", ""468"".",P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
OHX24RTC,Coronal Caries: Second restoration present - Lower left central incisor (CI),P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
OHX24TC,Tooth Count: Lower left central incisor (CI),P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
OHX25CSC,"Coronal Caries: Lower right central incisor (CI) surface calls.These values can be recorded as a string variable, for example:""0"", ""13"", ""468"".",P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
OHX25CTC,Coronal Caries: Lower right central incisor (CI) tooth code,P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
OHX25RSC,"Coronal Caries: Secondary restoration surface call - Lower right central incisor (CI). These values can be recorded as a string variable, for example:""0"", ""13"", ""468"".",P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
OHX25RTC,Coronal Caries: Second restoration present - Lower right central incisor (CI),P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
OHX25TC,Tooth Count: Lower right central incisor (CI),P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
OHX26CSC,"Coronal Caries: Lower right lateral incisor (LI) surface calls.These values can be recorded as a string variable, for example:""0"", ""13"", ""468"".",P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
OHX26CTC,Coronal Caries: Lower right lateral incisor (LI) tooth code,P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
OHX26RSC,"Coronal Caries: Secondary restoration surface call - Lower right lateral incisor (LI). These values can be recorded as a string variable, for example:""0"", ""13"", ""468"".",P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
OHX26RTC,Coronal Caries: Second restoration present - Lower right lateral incisor (LI),P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
OHX26TC,Tooth Count: Lower right lateral incisor (LI),P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
OHX27CSC,"Coronal Caries: Lower right cuspid (C) surface calls.These values can be recorded as a string variable, for example:""0"", ""13"", ""468"".",P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
OHX27CTC,Coronal Caries: Lower right cuspid (C) tooth code,P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
OHX27RSC,"Coronal Caries: Secondary restoration surface call - Lower right cuspid (C). These values can be recorded as a string variable, for example:""0"", ""13"", ""468"".",P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
OHX27RTC,Coronal Caries: Second restoration present - Lower right cuspid (C),P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
OHX27TC,Tooth Count: Lower right cuspid (C),P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
OHX28CSC,"Coronal Caries: Lower right 1st bicuspid/1st primary molar (1B) surface calls.These values can be recorded as a string variable, for example:""0"", ""13"", ""468"".",P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
OHX28CTC,Coronal Caries: Lower right 1st bicuspid/1st primary molar (1B) tooth code,P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
OHX28RSC,"Coronal Caries: Secondary restoration surface call - Lower right 1st bicuspid/2nd primary molar (1B). These values can be recorded as a string variable, for example:""0"", ""13"", ""468"".",P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
OHX28RTC,Coronal Caries: Second restoration present - Lower right1st bicuspid/2nd primary molar (1B),P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
OHX28SE,"Dental Sealants: Lower right 1st bicuspid/1st primary molar (1B) sealant codes. These values can be recorded as a string variable, for example:""0"", ""12"", ""13"".",P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
OHX28TC,Tooth Count: Lower right 1st bicuspid/1st primary molar (1B),P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
OHX29CSC,"Coronal Caries: Lower right 2nd bicuspid/2nd primary molar (2B) surface calls.These values can be recorded as a string variable, for example:""0"", ""13"", ""468"".",P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
OHX29CTC,Coronal Caries: Lower right 2nd bicuspid/2nd primary molar (2B) tooth code,P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
OHX29RSC,"Coronal Caries: Secondary restoration surface call - Lower right 2nd bicuspid/2nd primary molar (2B). These values can be recorded as a string variable, for example:""0"", ""13"", ""468"".",P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
OHX29RTC,Coronal Caries: Second restoration present - Lower right 2nd bicuspid/2nd primary molar (2B),P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
OHX29SE,"Dental Sealants: Lower right 2nd bicuspid/2nd primary molar (2B) sealant codes. These values can be recorded as a string variable, for example:""0"", ""12"", ""13"".",P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
OHX29TC,Tooth Count: Lower right 2nd bicuspid/2nd primary molar (2B),P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
OHX30CSC,"Coronal Caries: Lower right 1st molar (1M) surface calls.These values can be recorded as a string variable, for example:""0"", ""13"", ""468"".",P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
OHX30CTC,Coronal Caries: Lower right 1st molar (1M) tooth code,P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
OHX30RSC,"Coronal Caries: Secondary restoration surface call - Lower right 1st molar (1M). These values can be recorded as a string variable, for example:""0"", ""13"", ""468"".",P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
OHX30RTC,Coronal Caries: Second restoration present - Lower right 1st molar (1M),P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
OHX30SE,"Dental Sealants: Lower right 1st molar (1M) sealant codes. These values can be recorded as a string variable, for example:""0"", ""12"", ""13"".",P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
OHX30TC,Tooth Count: Lower right 1st molar (1M),P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
OHX31CSC,"Coronal Caries: Lower right 2nd molar (2M) surface calls.These values can be recorded as a string variable, for example:""0"", ""13"", ""468"".",P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
OHX31CTC,Coronal Caries: Lower right 2nd molar (2M) tooth code,P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
OHX31RSC,"Coronal Caries: Secondary restoration surface call - Lower right 2nd molar (2M). These values can be recorded as a string variable, for example:""0"", ""13"", ""468"".",P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
OHX31RTC,Coronal Caries: Second restoration present - Lower right 2nd molar (2M),P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
OHX31SE,"Dental Sealants: Lower right 2nd molar (2M) sealant codes. These values can be recorded as a string variable, for example:""0"", ""12"", ""13"".",P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
OHX31TC,Tooth Count: Lower right 2nd molar (2M),P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
OHX32TC,Tooth Count: Lower right 3rd molar (3M),P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
OHXIMP,Tooth Count: Ever had a tooth replaced with a surgical implant?,P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
OHXRCAR,Root Caries: Whole mouth,P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
OHXRCARO,Other non-carious root lesions (erosions/abrasions): Whole mouth,P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
OHXRRES,Root restorations for caries: Whole mouth,P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
OHXRRESO,Root restoration for reasons other than caries: Whole mouth,P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
SEQN,Respondent sequence number.,P_OHXDEN,Oral Health - Dentition,2017,2020,Examination,None
DXAFMRD0,Calculated DO for femur,P_DXXFEM,Dual-Energy X-ray Absorptiometry - Femur,2017,2020,Examination,None
DXAFMRK,Calculated K for femur,P_DXXFEM,Dual-Energy X-ray Absorptiometry - Femur,2017,2020,Examination,None
DXAFMRST,Femur scan status,P_DXXFEM,Dual-Energy X-ray Absorptiometry - Femur,2017,2020,Examination,None
DXXFMBCC,Total femur BMD invalidity code,P_DXXFEM,Dual-Energy X-ray Absorptiometry - Femur,2017,2020,Examination,None
DXXINA,Intertrochanter area,P_DXXFEM,Dual-Energy X-ray Absorptiometry - Femur,2017,2020,Examination,None
DXXINBMC,Intertrochanter BMC,P_DXXFEM,Dual-Energy X-ray Absorptiometry - Femur,2017,2020,Examination,None
DXXINBMD,Intertrochanter BMD,P_DXXFEM,Dual-Energy X-ray Absorptiometry - Femur,2017,2020,Examination,None
DXXNKA,Femoral neck area,P_DXXFEM,Dual-Energy X-ray Absorptiometry - Femur,2017,2020,Examination,None
DXXNKBMC,Femoral neck BMC,P_DXXFEM,Dual-Energy X-ray Absorptiometry - Femur,2017,2020,Examination,None
DXXNKBMD,Femoral neck BMD,P_DXXFEM,Dual-Energy X-ray Absorptiometry - Femur,2017,2020,Examination,None
DXXOFA,Total femur area,P_DXXFEM,Dual-Energy X-ray Absorptiometry - Femur,2017,2020,Examination,None
DXXOFBMC,Total femur BMC,P_DXXFEM,Dual-Energy X-ray Absorptiometry - Femur,2017,2020,Examination,None
DXXOFBMD,Total femur BMD,P_DXXFEM,Dual-Energy X-ray Absorptiometry - Femur,2017,2020,Examination,None
DXXTRA,Trochanter area,P_DXXFEM,Dual-Energy X-ray Absorptiometry - Femur,2017,2020,Examination,None
DXXTRBMC,Trochanter BMC,P_DXXFEM,Dual-Energy X-ray Absorptiometry - Femur,2017,2020,Examination,None
DXXTRBMD,Trochanter BMD,P_DXXFEM,Dual-Energy X-ray Absorptiometry - Femur,2017,2020,Examination,None
DXXWDA,Wards triangle area,P_DXXFEM,Dual-Energy X-ray Absorptiometry - Femur,2017,2020,Examination,None
DXXWDBMC,Wards triangle BMC,P_DXXFEM,Dual-Energy X-ray Absorptiometry - Femur,2017,2020,Examination,None
DXXWDBMD,Wards triangle BMD,P_DXXFEM,Dual-Energy X-ray Absorptiometry - Femur,2017,2020,Examination,None
SEQN,Respondent sequence number.,P_DXXFEM,Dual-Energy X-ray Absorptiometry - Femur,2017,2020,Examination,None
DXASPND0,Calculated DO for spine,P_DXXSPN,Dual-Energy X-ray Absorptiometry - Spine,2017,2020,Examination,None
DXASPNK,Calculated K for spine,P_DXXSPN,Dual-Energy X-ray Absorptiometry - Spine,2017,2020,Examination,None
DXASPNST,Spine scan status,P_DXXSPN,Dual-Energy X-ray Absorptiometry - Spine,2017,2020,Examination,None
DXXL1A,L1 area,P_DXXSPN,Dual-Energy X-ray Absorptiometry - Spine,2017,2020,Examination,None
DXXL1BCC,L1 BMD invalidity code,P_DXXSPN,Dual-Energy X-ray Absorptiometry - Spine,2017,2020,Examination,None
DXXL1BMC,L1 BMC,P_DXXSPN,Dual-Energy X-ray Absorptiometry - Spine,2017,2020,Examination,None
DXXL1BMD,L1 BMD,P_DXXSPN,Dual-Energy X-ray Absorptiometry - Spine,2017,2020,Examination,None
DXXL2A,L2 area,P_DXXSPN,Dual-Energy X-ray Absorptiometry - Spine,2017,2020,Examination,None
DXXL2BCC,L2 BMD invalidity code,P_DXXSPN,Dual-Energy X-ray Absorptiometry - Spine,2017,2020,Examination,None
DXXL2BMC,L2 BMC,P_DXXSPN,Dual-Energy X-ray Absorptiometry - Spine,2017,2020,Examination,None
DXXL2BMD,L2 BMD,P_DXXSPN,Dual-Energy X-ray Absorptiometry - Spine,2017,2020,Examination,None
DXXL3A,L3 area,P_DXXSPN,Dual-Energy X-ray Absorptiometry - Spine,2017,2020,Examination,None
DXXL3BCC,L3 BMD invalidity code,P_DXXSPN,Dual-Energy X-ray Absorptiometry - Spine,2017,2020,Examination,None
DXXL3BMC,L3 BMC,P_DXXSPN,Dual-Energy X-ray Absorptiometry - Spine,2017,2020,Examination,None
DXXL3BMD,L3 BMD,P_DXXSPN,Dual-Energy X-ray Absorptiometry - Spine,2017,2020,Examination,None
DXXL4A,L4 area,P_DXXSPN,Dual-Energy X-ray Absorptiometry - Spine,2017,2020,Examination,None
DXXL4BCC,L4 BMD invalidity code,P_DXXSPN,Dual-Energy X-ray Absorptiometry - Spine,2017,2020,Examination,None
DXXL4BMC,L4 BMC,P_DXXSPN,Dual-Energy X-ray Absorptiometry - Spine,2017,2020,Examination,None
DXXL4BMD,L4 BMD,P_DXXSPN,Dual-Energy X-ray Absorptiometry - Spine,2017,2020,Examination,None
DXXOSA,Total spine area,P_DXXSPN,Dual-Energy X-ray Absorptiometry - Spine,2017,2020,Examination,None
DXXOSBCC,Total spine BMD invalidity code,P_DXXSPN,Dual-Energy X-ray Absorptiometry - Spine,2017,2020,Examination,None
DXXOSBMC,Total spine BMC,P_DXXSPN,Dual-Energy X-ray Absorptiometry - Spine,2017,2020,Examination,None
DXXOSBMD,Total spine BMD,P_DXXSPN,Dual-Energy X-ray Absorptiometry - Spine,2017,2020,Examination,None
SEQN,Respondent sequence number.,P_DXXSPN,Dual-Energy X-ray Absorptiometry - Spine,2017,2020,Examination,None
LUANMTGP,Total number of measures attempted (using final wand).,P_LUX,Liver Ultrasound Transient Elastography,2017,2020,Examination,None
LUANMVGP,Total number of complete measures retained (using final wand).,P_LUX,Liver Ultrasound Transient Elastography,2017,2020,Examination,None
LUAPNME,Exam wand type.,P_LUX,Liver Ultrasound Transient Elastography,2017,2020,Examination,None
LUARXIN,Reason ineligible.,P_LUX,Liver Ultrasound Transient Elastography,2017,2020,Examination,None
LUARXNC,Reason for partial exam.,P_LUX,Liver Ultrasound Transient Elastography,2017,2020,Examination,None
LUARXND,Reason exam not done.,P_LUX,Liver Ultrasound Transient Elastography,2017,2020,Examination,None
LUAXSTAT,Elastography exam status.,P_LUX,Liver Ultrasound Transient Elastography,2017,2020,Examination,None
LUXCAPM,"Median controlled attenuated parameter (CAP). This indicator is presented as a whole number (e.g., XXX), and the units for this measure are decibels per meter (dB/m).",P_LUX,Liver Ultrasound Transient Elastography,2017,2020,Examination,None
LUXCPIQR,"Controlled attenuated parameter (CAP) interquartile range (IQRc) of final CAP measures. This indicator is presented as a whole number (e.g., XX).",P_LUX,Liver Ultrasound Transient Elastography,2017,2020,Examination,None
LUXSIQR,"Stiffness (E) interquartile range (IQRe) of final stiffness measures. This indicator is presented with one digit to the right of the decimal (e.g., XX.X).",P_LUX,Liver Ultrasound Transient Elastography,2017,2020,Examination,None
LUXSIQRM,"Ratio of the stiffness IQRe / median E stiffness value. This indicator is presented as a percent with one digit to the right of the decimal (e.g., XX.X%).",P_LUX,Liver Ultrasound Transient Elastography,2017,2020,Examination,None
LUXSMED,"Median liver stiffness (E). This indicator is presented with one digit to the right of the decimal ratio (e.g. XX.X), and the units for this measure are kilopascals (kPa).",P_LUX,Liver Ultrasound Transient Elastography,2017,2020,Examination,None
SEQN,Respondent sequence number.,P_LUX,Liver Ultrasound Transient Elastography,2017,2020,Examination,None
